Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Flagler_EquipmentTestSuite,Firefox 43.0,,2017-11-30 15:47:52,2017-11-30 15:50:44,2m - 51.859s,FAILED
,,,,,,
Test Cases/Equipment/CreditCardRegression/TC001_EquipmentSalesAgreement_DiffGateway,Firefox 43.0,Objective: Equipment Credit Card Sales Invoicing with different gateways\n\nSteps:\n1. 'Book an Equipment Order with Mode of Payment - 'Credit Card'.\n2. Add a configuration \n3. Confirm the delivery.\n4. Invoice the Order with Credit card\n\nExpected:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.,2017-11-30 15:47:52,2017-11-30 15:50:42,2m - 49.416s,FAILED
callTestCase,Firefox 43.0,Create a Unit For Sale through Purchase Order,2017-11-30 15:47:53,2017-11-30 15:47:53,0.009s,NOT_RUN
callTestCase,Firefox 43.0,Create Equipment Agreement Header\r\n,2017-11-30 15:47:53,2017-11-30 15:48:40,46.655s,PASSED
callTestCase,Firefox 43.0,Add Line to Agreement,2017-11-30 15:48:40,2017-11-30 15:48:57,17.022s,PASSED
callTestCase,Firefox 43.0,Deliver the Unit,2017-11-30 15:48:57,2017-11-30 15:49:53,56.235s,PASSED
callTestCase,Firefox 43.0,Invoice the Agreement through CC Interface,2017-11-30 15:49:53,2017-11-30 15:50:42,48.556s,FAILED
