Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Flagler_RentalTestSuite,Firefox 56.0,,2017-12-06 18:20:48,2017-12-06 18:36:43,15m - 55.051s,FAILED
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC003_RentalContractInvoice_CC,Firefox 56.0,,2017-12-06 18:20:48,2017-12-06 18:36:43,15m - 54.438s,FAILED
callTestCase,Firefox 56.0,,2017-12-06 18:20:49,2017-12-06 18:21:38,48.318s,FAILED
callTestCase,Firefox 56.0,Create a Rental Header using above Unit,2017-12-06 18:21:38,2017-12-06 18:26:21,4m - 42.911s,FAILED
callTestCase,Firefox 56.0,Create Rental Invoice using CC with diff Gateway,2017-12-06 18:26:21,2017-12-06 18:36:43,10m - 22.232s,FAILED
