Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Flagler_RentalTestSuite,Firefox 56.0,,2017-12-01 18:14:47,2017-12-01 18:18:49,4m - 2.039s,INCOMPLETE
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC003_RentalContractInvoice_CC,Firefox 56.0,,2017-12-01 18:14:48,2017-12-01 18:18:49,4m - 1.618s,INCOMPLETE
callTestCase,Firefox 56.0,,2017-12-01 18:14:49,2017-12-01 18:16:41,1m - 52.564s,PASSED
callTestCase,Firefox 56.0,Create a Rental Header using above Unit,2017-12-01 18:16:41,2017-12-01 18:18:49,2m - 8.306s,INCOMPLETE
