Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Flagler_RentalTestSuite,Firefox 56.0,,2017-12-01 14:44:38,2017-12-01 14:46:27,1m - 48.987s,INCOMPLETE
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC003_RentalContractInvoice_CC,Firefox 56.0,,2017-12-01 14:44:39,2017-12-01 14:46:27,1m - 48.562s,INCOMPLETE
callTestCase,Firefox 56.0,,2017-12-01 14:44:39,2017-12-01 14:44:40,0.009s,NOT_RUN
callTestCase,Firefox 56.0,Create a Rental Header using above Unit,2017-12-01 14:44:40,2017-12-01 14:46:18,1m - 38.843s,FAILED
callTestCase,Firefox 56.0,Create Rental Invoice using CC with diff Gateway,2017-12-01 14:46:18,2017-12-01 14:46:27,8.908s,INCOMPLETE
